folder,class_id,label,make,model,body,year_start,year_end,matched
PORSCHE_Cayenne_Diesel_20102014,2948,Porsche PORSCHE Cayenne Diesel,Porsche,PORSCHE Cayenne Diesel,suv,2008,2017,True
PORSCHE_Cayenne_Diesel_957_20082010,2949,Porsche PORSCHE Cayenne Diesel 957,Porsche,PORSCHE Cayenne Diesel 957,suv,2008,2017,True
PORSCHE_Cayenne_GTS_957_20082010,2950,Porsche PORSCHE Cayenne GTS 957,Porsche,PORSCHE Cayenne GTS 957,suv,2008,2024,True
PORSCHE_Cayenne_GTS_958_20122014,2951,Porsche PORSCHE Cayenne GTS 958,Porsche,PORSCHE Cayenne GTS 958,suv,2008,2024,True
PORSCHE_Cayenne_GTS_958_20142018,2952,Porsche PORSCHE Cayenne GTS 958,Porsche,PORSCHE Cayenne GTS 958,suv,2008,2024,True
PORSCHE_Cayenne_PO536_2017Present,2953,Porsche PORSCHE Cayenne PO536,Porsche,PORSCHE Cayenne PO536,suv,2002,2024,True
PORSCHE_Cayenne_S_955_20022007,2954,Porsche PORSCHE Cayenne S 955,Porsche,PORSCHE Cayenne S 955,suv,2002,2024,True
PORSCHE_Cayenne_S_957_20072009,2955,Porsche PORSCHE Cayenne S 957,Porsche,PORSCHE Cayenne S 957,suv,2002,2024,True
PORSCHE_Cayenne_S_958_20102014,2956,Porsche PORSCHE Cayenne S 958,Porsche,PORSCHE Cayenne S 958,suv,2002,2024,True
PORSCHE_Cayenne_S_Diesel_958_20122014,2957,Porsche PORSCHE Cayenne S Diesel 958,Porsche,PORSCHE Cayenne S Diesel 958,suv,2012,2017,True
PORSCHE_Cayenne_S_EHybrid_958_2014Present,2958,Porsche PORSCHE Cayenne S EHybrid 958,Porsche,PORSCHE Cayenne S EHybrid 958,suv,2014,2024,True
PORSCHE_Cayenne_S_Hybrid_958_20102014,2959,Porsche PORSCHE Cayenne S Hybrid 958,Porsche,PORSCHE Cayenne S Hybrid 958,suv,2010,2014,True
PORSCHE_Cayenne_S_PO536_2017Present,2960,Porsche PORSCHE Cayenne S PO536,Porsche,PORSCHE Cayenne S PO536,suv,2002,2024,True
PORSCHE_Cayenne_Turbo_955_20022007,2961,Porsche PORSCHE Cayenne Turbo 955,Porsche,PORSCHE Cayenne Turbo 955,suv,2002,2024,True
PORSCHE_Cayenne_Turbo_957_20072009,2962,Porsche PORSCHE Cayenne Turbo 957,Porsche,PORSCHE Cayenne Turbo 957,suv,2002,2024,True
PORSCHE_Cayenne_Turbo_958_20102014,2963,Porsche PORSCHE Cayenne Turbo 958,Porsche,PORSCHE Cayenne Turbo 958,suv,2002,2024,True
PORSCHE_Cayenne_Turbo_Coupe_PO536_2019Present,2964,Porsche PORSCHE Cayenne Turbo Coupe PO536,Porsche,PORSCHE Cayenne Turbo Coupe PO536,suv,2019,2024,True
PORSCHE_Cayenne_Turbo_S_955_20062007,2965,Porsche PORSCHE Cayenne Turbo S 955,Porsche,PORSCHE Cayenne Turbo S 955,suv,2006,2017,True
PORSCHE_Cayenne_Turbo_S_957_20082009,2966,Porsche PORSCHE Cayenne Turbo S 957,Porsche,PORSCHE Cayenne Turbo S 957,suv,2006,2017,True
PORSCHE_Cayenne_Turbo_S_958_20122014,2967,Porsche PORSCHE Cayenne Turbo S 958,Porsche,PORSCHE Cayenne Turbo S 958,suv,2006,2017,True
PORSCHE_Cayenne_Turbo_S_958_20152017,2968,Porsche PORSCHE Cayenne Turbo S 958,Porsche,PORSCHE Cayenne Turbo S 958,suv,2006,2017,True
PORSCHE_Cayman_981C_20122016,2969,Porsche PORSCHE Cayman 981C,Porsche,PORSCHE Cayman 981C,other,2006,2016,True
PORSCHE_Cayman_987C_20062009,2970,Porsche PORSCHE Cayman 987C,Porsche,PORSCHE Cayman 987C,other,2006,2016,True
PORSCHE_Cayman_987C_20092012,2971,Porsche PORSCHE Cayman 987C,Porsche,PORSCHE Cayman 987C,other,2006,2016,True
PORSCHE_Cayman_GT4_981C_20152019,2972,Porsche PORSCHE Cayman GT4 981C,Porsche,PORSCHE Cayman GT4 981C,other,2015,2024,True
PORSCHE_Cayman_S_981C_20122016,2973,Porsche PORSCHE Cayman S 981C,Porsche,PORSCHE Cayman S 981C,other,2005,2016,True
PORSCHE_Cayman_S_987C_20052008,2974,Porsche PORSCHE Cayman S 987C,Porsche,PORSCHE Cayman S 987C,other,2005,2016,True
PORSCHE_Cayman_S_987C_20092012,2975,Porsche PORSCHE Cayman S 987C,Porsche,PORSCHE Cayman S 987C,other,2005,2016,True
PORSCHE_GTS_2021Present,2976,Porsche PORSCHE GTS,Porsche,PORSCHE GTS,other,2021,2024,True
PORSCHE_GTS_Sport_Turismo_2021Present,2977,Porsche PORSCHE GTS Sport Turismo,Porsche,PORSCHE GTS Sport Turismo,wagon,2021,2024,True
PORSCHE_Macan_95B_20142018,2978,Porsche PORSCHE Macan 95B,Porsche,PORSCHE Macan 95B,suv,2014,2024,True
PORSCHE_Macan_95B_2018Present,2979,Porsche PORSCHE Macan 95B,Porsche,PORSCHE Macan 95B,suv,2014,2024,True
PORSCHE_Macan_GTS_95B_20152019,2980,Porsche PORSCHE Macan GTS 95B,Porsche,PORSCHE Macan GTS 95B,suv,2015,2024,True
PORSCHE_Macan_GTS_95B_20192021,2981,Porsche PORSCHE Macan GTS 95B,Porsche,PORSCHE Macan GTS 95B,suv,2015,2024,True
PORSCHE_Macan_GTS_95B_2021Present,2982,Porsche PORSCHE Macan GTS 95B,Porsche,PORSCHE Macan GTS 95B,suv,2015,2024,True
PORSCHE_Macan_S_95B_20142018,2983,Porsche PORSCHE Macan S 95B,Porsche,PORSCHE Macan S 95B,suv,2014,2024,True
PORSCHE_Macan_S_95B_20182021,2984,Porsche PORSCHE Macan S 95B,Porsche,PORSCHE Macan S 95B,suv,2014,2024,True
PORSCHE_Macan_S_95B_2021Present,2985,Porsche PORSCHE Macan S 95B,Porsche,PORSCHE Macan S 95B,suv,2014,2024,True
PORSCHE_Macan_S_Diesel_95B_20142018,2986,Porsche PORSCHE Macan S Diesel 95B,Porsche,PORSCHE Macan S Diesel 95B,suv,2014,2018,True
PORSCHE_Macan_Turbo_95B_20142019,2987,Porsche PORSCHE Macan Turbo 95B,Porsche,PORSCHE Macan Turbo 95B,suv,2014,2024,True
PORSCHE_Macan_Turbo_95B_2019Present,2988,Porsche PORSCHE Macan Turbo 95B,Porsche,PORSCHE Macan Turbo 95B,suv,2014,2024,True
PORSCHE_Panamera_4S_970_20092013,2989,Porsche PORSCHE Panamera 4S 970,Porsche,PORSCHE Panamera 4S 970,other,2009,2020,True
PORSCHE_Panamera_4S_971_20162020,2990,Porsche PORSCHE Panamera 4S 971,Porsche,PORSCHE Panamera 4S 971,other,2009,2020,True
PORSCHE_Panamera_4_907_20092013,2991,Porsche PORSCHE Panamera 4 907,Porsche,PORSCHE Panamera 4 907,other,2009,2024,True
PORSCHE_Panamera_4_971_2020Present,2992,Porsche PORSCHE Panamera 4 971,Porsche,PORSCHE Panamera 4 971,other,2009,2024,True
PORSCHE_Panamera_4_EHybrid_971_20162020,2993,Porsche PORSCHE Panamera 4 EHybrid 971,Porsche,PORSCHE Panamera 4 EHybrid 971,other,2016,2020,True
PORSCHE_Panamera_971_20162020,2994,Porsche PORSCHE Panamera 971,Porsche,PORSCHE Panamera 971,other,2009,2024,True
PORSCHE_Panamera_Diesel_970_20112013,2995,Porsche PORSCHE Panamera Diesel 970,Porsche,PORSCHE Panamera Diesel 970,other,2011,2016,True
PORSCHE_Panamera_GTS_970_20112013,2996,Porsche PORSCHE Panamera GTS 970,Porsche,PORSCHE Panamera GTS 970,other,2011,2024,True
PORSCHE_Panamera_GTS_970_20132016,2997,Porsche PORSCHE Panamera GTS 970,Porsche,PORSCHE Panamera GTS 970,other,2011,2024,True
PORSCHE_Panamera_GTS_971_2020Present,2998,Porsche PORSCHE Panamera GTS 971,Porsche,PORSCHE Panamera GTS 971,other,2011,2024,True
PORSCHE_Panamera_GTS_Sport_Turismo_971_20182020,2999,Porsche PORSCHE Panamera GTS Sport Turismo 971,Porsche,PORSCHE Panamera GTS Sport Turismo 971,wagon,2018,2024,True
PORSCHE_Panamera_S_970_20092013,3000,Porsche PORSCHE Panamera S 970,Porsche,PORSCHE Panamera S 970,other,2009,2016,True
PORSCHE_Panamera_S_EHybrid_970_20132016,3001,Porsche PORSCHE Panamera S EHybrid 970,Porsche,PORSCHE Panamera S EHybrid 970,other,2013,2016,True
PORSCHE_Panamera_S_Hybrid_970_20112013,3002,Porsche PORSCHE Panamera S Hybrid 970,Porsche,PORSCHE Panamera S Hybrid 970,other,2011,2013,True
PORSCHE_Panamera_Turbo_970_20092013,3003,Porsche PORSCHE Panamera Turbo 970,Porsche,PORSCHE Panamera Turbo 970,other,2009,2020,True
PORSCHE_Panamera_Turbo_970_20132016,3004,Porsche PORSCHE Panamera Turbo 970,Porsche,PORSCHE Panamera Turbo 970,other,2009,2020,True
PORSCHE_Panamera_Turbo_971_20162020,3005,Porsche PORSCHE Panamera Turbo 971,Porsche,PORSCHE Panamera Turbo 971,other,2009,2020,True
PORSCHE_Panamera_Turbo_S_907_20112013,3006,Porsche PORSCHE Panamera Turbo S 907,Porsche,PORSCHE Panamera Turbo S 907,other,2011,2024,True
PORSCHE_Panamera_Turbo_S_970_20132016,3007,Porsche PORSCHE Panamera Turbo S 970,Porsche,PORSCHE Panamera Turbo S 970,other,2011,2024,True
PORSCHE_Panamera_Turbo_Sport_Turismo_971_2017Present,3008,Porsche PORSCHE Panamera Turbo Sport Turismo 971,Porsche,PORSCHE Panamera Turbo Sport Turismo 971,wagon,2017,2024,True
PORSCHE_Taycan_2021Present,3009,Porsche PORSCHE Taycan,Porsche,PORSCHE Taycan,other,2019,2024,True
PORSCHE_Taycan_4S_J1_2019Present,3010,Porsche PORSCHE Taycan 4S J1,Porsche,PORSCHE Taycan 4S J1,other,2019,2024,True
PORSCHE_Taycan_Cross_Turismo_2021Present,3011,Porsche PORSCHE Taycan Cross Turismo,Porsche,PORSCHE Taycan Cross Turismo,suv,2021,2024,True
PORSCHE_Taycan_Turbo_2019Present,3012,Porsche PORSCHE Taycan Turbo,Porsche,PORSCHE Taycan Turbo,other,2019,2024,True
PROTON_Gen2_20042013,3013,Proton PROTON Gen2,Proton,PROTON Gen2,other,2004,2013,True
PROTON_Perdana_2016Present,3014,Proton PROTON Perdana,Proton,PROTON Perdana,other,2016,2024,True
PROTON_Persona_2016Present,3015,Proton PROTON Persona,Proton,PROTON Persona,other,2007,2024,True
PROTON_Preve_2011Present,3016,Proton PROTON Preve,Proton,PROTON Preve,other,2011,2024,True
PROTON_Saga_2016Present,3017,Proton PROTON Saga,Proton,PROTON Saga,other,2011,2024,True
PROTON_Saga_FLX_20112016,3018,Proton PROTON Saga FLX,Proton,PROTON Saga FLX,other,2011,2024,True
PROTON_Satria_Neo_20062015,3019,Proton PROTON Satria Neo,Proton,PROTON Satria Neo,hatchback,2006,2015,True
PROTON_Savvy_20052012,3020,Proton PROTON Savvy,Proton,PROTON Savvy,hatchback,2005,2012,True
PROTON_Suprima_S_2013Present,3021,Proton PROTON Suprima S,Proton,PROTON Suprima S,hatchback,2013,2024,True
Polestar_Polestar_1_2019Present,3022,Polestar Polestar Polestar 1,Polestar,Polestar Polestar 1,other,2019,2024,True
Polestar_Polestar_3_2022Present,3023,Polestar Polestar Polestar 3,Polestar,Polestar Polestar 3,suv,2022,2024,True
QOROS_3_City_SUV_2015Present,3024,Qoros QOROS 3 City SUV,Qoros,QOROS 3 City SUV,other,2013,2024,True
QOROS_3_Sedan_2013Present,3025,Qoros QOROS 3 Sedan,Qoros,QOROS 3 Sedan,other,2013,2024,True
RAM_Trucks_1500_Crew_Cab_20132015,3026,Ramtrucks RAM Trucks 1500 Crew Cab,Ramtrucks,RAM Trucks 1500 Crew Cab,truck,2013,2024,True
RAM_Trucks_1500_Crew_Cab_20152018,3027,Ramtrucks RAM Trucks 1500 Crew Cab,Ramtrucks,RAM Trucks 1500 Crew Cab,truck,2013,2024,True
RAM_Trucks_1500_Crew_Cab_2018Present,3028,Ramtrucks RAM Trucks 1500 Crew Cab,Ramtrucks,RAM Trucks 1500 Crew Cab,truck,2013,2024,True
RAM_Trucks_1500_Quad_Cab_2018Present,3029,Ramtrucks RAM Trucks 1500 Quad Cab,Ramtrucks,RAM Trucks 1500 Quad Cab,truck,2013,2024,True
RAM_Trucks_1500_TRX_2020Present,3030,Ramtrucks RAM Trucks 1500 TRX,Ramtrucks,RAM Trucks 1500 TRX,truck,2013,2024,True
RAM_Trucks_2500_Crew_Cab_20132016,3031,Ramtrucks RAM Trucks 2500 Crew Cab,Ramtrucks,RAM Trucks 2500 Crew Cab,truck,2013,2024,True
RAM_Trucks_2500_Crew_Cab_2016Present,3032,Ramtrucks RAM Trucks 2500 Crew Cab,Ramtrucks,RAM Trucks 2500 Crew Cab,truck,2013,2024,True
RAM_Trucks_3500_Crew_Cab_20132016,3033,Ramtrucks RAM Trucks 3500 Crew Cab,Ramtrucks,RAM Trucks 3500 Crew Cab,truck,2013,2024,True
RENAULT_16_19651980,3034,Renault RENAULT 16,Renault,RENAULT 16,hatchback,1965,1980,True
RENAULT_21_Sedan_19891994,3035,Renault RENAULT 21 Sedan,Renault,RENAULT 21 Sedan,other,1986,1994,True
RENAULT_30_19791984,3036,Renault RENAULT 30,Renault,RENAULT 30,hatchback,1979,1984,True
RENAULT_5_3_Doors_19721984,3037,Renault RENAULT 5 3 Doors,Renault,RENAULT 5 3 Doors,hatchback,1972,1984,True
RENAULT_5_Turbo_19801984,3038,Renault RENAULT 5 Turbo,Renault,RENAULT 5 Turbo,hatchback,1972,1984,True
RENAULT_8_Gordini_19641970,3039,Renault RENAULT 8 Gordini,Renault,RENAULT 8 Gordini,other,1962,1971,True
RENAULT_Alaskan_2016Present,3040,Renault RENAULT Alaskan,Renault,RENAULT Alaskan,truck,2016,2024,True
RENAULT_Alpine_A310_19771985,3041,Renault RENAULT Alpine A310,Renault,RENAULT Alpine A310,other,1977,1994,True
RENAULT_Arkana_2019Present,3042,Renault RENAULT Arkana,Renault,RENAULT Arkana,suv,2019,2024,True
RENAULT_Arkana_EU_2021Present,3043,Renault RENAULT Arkana EU,Renault,RENAULT Arkana EU,suv,2019,2024,True
RENAULT_Austral_2022Present,3044,Renault RENAULT Austral,Renault,RENAULT Austral,suv,2022,2024,True
RENAULT_Avantime_20012003,3045,Renault RENAULT Avantime,Renault,RENAULT Avantime,other,2001,2003,True
RENAULT_Captur_20132017,3046,Renault RENAULT Captur,Renault,RENAULT Captur,hatchback,2013,2024,True
RENAULT_Captur_20172019,3047,Renault RENAULT Captur,Renault,RENAULT Captur,hatchback,2013,2024,True
RENAULT_Captur_2019Present,3048,Renault RENAULT Captur,Renault,RENAULT Captur,hatchback,2013,2024,True
RENAULT_Clio_2019Present,3049,Renault RENAULT Clio,Renault,RENAULT Clio,hatchback,1990,2024,True
RENAULT_Clio_3_Doors_20012006,3050,Renault RENAULT Clio 3 Doors,Renault,RENAULT Clio 3 Doors,hatchback,1990,2013,True
RENAULT_Clio_3_Doors_20062009,3051,Renault RENAULT Clio 3 Doors,Renault,RENAULT Clio 3 Doors,hatchback,1990,2013,True
RENAULT_Clio_3_Doors_20092012,3052,Renault RENAULT Clio 3 Doors,Renault,RENAULT Clio 3 Doors,hatchback,1990,2013,True
RENAULT_Clio_5_Doors_20012006,3053,Renault RENAULT Clio 5 Doors,Renault,RENAULT Clio 5 Doors,hatchback,1990,2024,True
RENAULT_Clio_5_Doors_20062009,3054,Renault RENAULT Clio 5 Doors,Renault,RENAULT Clio 5 Doors,hatchback,1990,2024,True
RENAULT_Clio_5_Doors_20092012,3055,Renault RENAULT Clio 5 Doors,Renault,RENAULT Clio 5 Doors,hatchback,1990,2024,True
RENAULT_Clio_5_Doors_20162019,3056,Renault RENAULT Clio 5 Doors,Renault,RENAULT Clio 5 Doors,hatchback,1990,2024,True
RENAULT_Clio_Estate_20132016,3057,Renault RENAULT Clio Estate,Renault,RENAULT Clio Estate,wagon,2009,2019,True
RENAULT_Clio_Estate_20162019,3058,Renault RENAULT Clio Estate,Renault,RENAULT Clio Estate,wagon,2009,2019,True
RENAULT_Clio_GT_5_Doors_2013Present,3059,Renault RENAULT Clio GT 5 Doors,Renault,RENAULT Clio GT 5 Doors,hatchback,1990,2024,True
RENAULT_Clio_RS_20062009,3060,Renault RENAULT Clio RS,Renault,RENAULT Clio RS,hatchback,1990,2013,True
RENAULT_Clio_RS_20092013,3061,Renault RENAULT Clio RS,Renault,RENAULT Clio RS,hatchback,1990,2013,True
RENAULT_Clio_RS_2013Present,3062,Renault RENAULT Clio RS,Renault,RENAULT Clio RS,hatchback,2013,2024,True
RENAULT_Clio_SymbolThalia_20082013,3063,Renault RENAULT Clio SymbolThalia,Renault,RENAULT Clio SymbolThalia,other,2000,2013,True
RENAULT_Clio_V6_20032005,3064,Renault RENAULT Clio V6,Renault,RENAULT Clio V6,hatchback,1990,2013,True
RENAULT_Clio__5_doors_20122016,3065,Renault RENAULT Clio 5 Doors,Renault,RENAULT Clio 5 Doors,hatchback,1990,2024,True
RENAULT_Espace_19851991,3066,Renault RENAULT Espace,Renault,RENAULT Espace,van,1985,2024,True
RENAULT_Espace_20062014,3067,Renault RENAULT Espace,Renault,RENAULT Espace,van,1985,2024,True
RENAULT_Espace_20142019,3068,Renault RENAULT Espace,Renault,RENAULT Espace,van,1985,2024,True
RENAULT_Fluence_20092012,3069,Renault RENAULT Fluence,Renault,RENAULT Fluence,other,2009,2016,True
RENAULT_Fluence_20132016,3070,Renault RENAULT Fluence,Renault,RENAULT Fluence,other,2009,2016,True
RENAULT_Fluence_ZE_20092014,3071,Renault RENAULT Fluence ZE,Renault,RENAULT Fluence ZE,other,2009,2016,True
RENAULT_Grand_Modus_20082012,3072,Renault RENAULT Grand Modus,Renault,RENAULT Grand Modus,van,2008,2012,True
RENAULT_Grand_Scenic_20032006,3073,Renault RENAULT Grand Scenic,Renault,RENAULT Grand Scenic,van,2003,2024,True
RENAULT_Grand_Scenic_20092013,3074,Renault RENAULT Grand Scenic,Renault,RENAULT Grand Scenic,van,2003,2024,True
RENAULT_Grand_Scenic_2016Present,3075,Renault RENAULT Grand Scenic,Renault,RENAULT Grand Scenic,van,2003,2024,True
RENAULT_Kadjar_20152018,3076,Renault RENAULT Kadjar,Renault,RENAULT Kadjar,suv,2015,2024,True
RENAULT_Kadjar_2018Present,3077,Renault RENAULT Kadjar,Renault,RENAULT Kadjar,suv,2015,2024,True
RENAULT_Kangoo_2020Present,3078,Renault RENAULT Kangoo,Renault,RENAULT Kangoo,van,1997,2024,True
RENAULT_Kangoo_4x4_20012003,3079,Renault RENAULT Kangoo 4x4,Renault,RENAULT Kangoo 4x4,van,1997,2024,True
RENAULT_Kangoo_4x4_2006Present,3080,Renault RENAULT Kangoo 4x4,Renault,RENAULT Kangoo 4x4,van,1997,2024,True
RENAULT_Kiger_2021Present,3081,Renault RENAULT Kiger,Renault,RENAULT Kiger,suv,2021,2024,True
RENAULT_Koleos_20112013,3082,Renault RENAULT Koleos,Renault,RENAULT Koleos,suv,2007,2024,True
RENAULT_Koleos_20132017,3083,Renault RENAULT Koleos,Renault,RENAULT Koleos,suv,2007,2024,True
RENAULT_Koleos_20162019,3084,Renault RENAULT Koleos,Renault,RENAULT Koleos,suv,2007,2024,True
RENAULT_Koleos_2019Present,3085,Renault RENAULT Koleos,Renault,RENAULT Koleos,suv,2007,2024,True
RENAULT_Kwid_2015Present,3086,Renault RENAULT Kwid,Renault,RENAULT Kwid,suv,2015,2024,True
RENAULT_Laguna_19982001,3087,Renault RENAULT Laguna,Renault,RENAULT Laguna,hatchback,1994,2016,True
RENAULT_Laguna_20102016,3088,Renault RENAULT Laguna,Renault,RENAULT Laguna,hatchback,1994,2016,True
RENAULT_Laguna_Coupe_2008Present,3089,Renault RENAULT Laguna Coupe,Renault,RENAULT Laguna Coupe,other,2008,2024,True
RENAULT_Laguna_Estate_20012005,3090,Renault RENAULT Laguna Estate,Renault,RENAULT Laguna Estate,wagon,1995,2016,True
RENAULT_Laguna_Estate_20072010,3091,Renault RENAULT Laguna Estate,Renault,RENAULT Laguna Estate,wagon,1995,2016,True
RENAULT_Laguna_Estate_20102016,3092,Renault RENAULT Laguna Estate,Renault,RENAULT Laguna Estate,wagon,1995,2016,True
RENAULT_Latitude_2010Present,3093,Renault RENAULT Latitude,Renault,RENAULT Latitude,other,2010,2024,True
RENAULT_Logan_2014Present,3094,Renault RENAULT Logan,Renault,RENAULT Logan,other,2014,2024,True
RENAULT_Megane_5_Doors_20142015,3095,Renault RENAULT Megane 5 Doors,Renault,RENAULT Megane 5 Doors,hatchback,1996,2024,True
RENAULT_Megane_5_Doors_20152020,3096,Renault RENAULT Megane 5 Doors,Renault,RENAULT Megane 5 Doors,hatchback,1996,2024,True
RENAULT_Megane_Coupe_20022006,3097,Renault RENAULT Megane Coupe,Renault,RENAULT Megane Coupe,other,1996,2017,True
RENAULT_Megane_Coupe_20082015,3098,Renault RENAULT Megane Coupe,Renault,RENAULT Megane Coupe,other,1996,2017,True
RENAULT_Megane_Coupe__Cabrio_20102013,3099,Renault RENAULT Megane Coupe Cabrio,Renault,RENAULT Megane Coupe Cabrio,convertible,1997,2024,True
RENAULT_Megane_ETech_2021Present,3100,Renault RENAULT Megane ETech,Renault,RENAULT Megane ETech,hatchback,2021,2024,True
RENAULT_Megane_Estate_20092014,3101,Renault RENAULT Megane Estate,Renault,RENAULT Megane Estate,wagon,1999,2024,True
RENAULT_Megane_Estate_20142016,3102,Renault RENAULT Megane Estate,Renault,RENAULT Megane Estate,wagon,1999,2024,True
RENAULT_Megane_Estate_20162020,3103,Renault RENAULT Megane Estate,Renault,RENAULT Megane Estate,wagon,1999,2024,True
RENAULT_Megane_Estate_GT_2016Present,3104,Renault RENAULT Megane Estate GT,Renault,RENAULT Megane Estate GT,wagon,1999,2024,True
RENAULT_Megane_GT_5_Doors_20132015,3105,Renault RENAULT Megane GT 5 Doors,Renault,RENAULT Megane GT 5 Doors,hatchback,1996,2024,True
RENAULT_Megane_RS_5_Doors_2017Present,3106,Renault RENAULT Megane RS 5 Doors,Renault,RENAULT Megane RS 5 Doors,hatchback,1996,2024,True
RENAULT_Megane_RS_Coupe_20092013,3107,Renault RENAULT Megane RS Coupe,Renault,RENAULT Megane RS Coupe,other,1996,2017,True
RENAULT_Megane_RS_Coupe_20142017,3108,Renault RENAULT Megane RS Coupe,Renault,RENAULT Megane RS Coupe,other,1996,2017,True
RENAULT_Megane_RS__20182020,3109,Renault RENAULT Megane RS,Renault,RENAULT Megane RS,hatchback,1996,2024,True
RENAULT_Megane_RS__2020Present,3110,Renault RENAULT Megane RS,Renault,RENAULT Megane RS,hatchback,1996,2024,True
RENAULT_Megane_Sedan_20032006,3111,Renault RENAULT Megane Sedan,Renault,RENAULT Megane Sedan,other,1996,2024,True
RENAULT_Megane_Sedan_20062009,3112,Renault RENAULT Megane Sedan,Renault,RENAULT Megane Sedan,other,1996,2024,True
RENAULT_Megane_Sedan_20162020,3113,Renault RENAULT Megane Sedan,Renault,RENAULT Megane Sedan,other,1996,2024,True
RENAULT_Megane_Sedan_2020Present,3114,Renault RENAULT Megane Sedan,Renault,RENAULT Megane Sedan,other,1996,2024,True
RENAULT_Modus_20052008,3115,Renault RENAULT Modus,Renault,RENAULT Modus,van,2005,2012,True
RENAULT_Modus_20082012,3116,Renault RENAULT Modus,Renault,RENAULT Modus,van,2005,2012,True
RENAULT_Scenic_20092013,3117,Renault RENAULT Scenic,Renault,RENAULT Scenic,van,1995,2024,True
RENAULT_Scenic_2016Present,3118,Renault RENAULT Scenic,Renault,RENAULT Scenic,van,1995,2024,True
RENAULT_Scenic_XMOD_2013Present,3119,Renault RENAULT Scenic XMOD,Renault,RENAULT Scenic XMOD,van,2013,2024,True
RENAULT_Talisman_20162019,3120,Renault RENAULT Talisman,Renault,RENAULT Talisman,other,2016,2024,True
RENAULT_Talisman_Estate_20162019,3121,Renault RENAULT Talisman Estate,Renault,RENAULT Talisman Estate,wagon,2016,2024,True
RENAULT_Triber_2019Present,3122,Renault RENAULT Triber,Renault,RENAULT Triber,van,2019,2024,True
RENAULT_Twingo_20112014,3123,Renault RENAULT Twingo,Renault,RENAULT Twingo,hatchback,1998,2024,True
RENAULT_Twingo_2014Present,3124,Renault RENAULT Twingo,Renault,RENAULT Twingo,hatchback,1998,2024,True
RENAULT_Twingo_2019Present,3125,Renault RENAULT Twingo,Renault,RENAULT Twingo,hatchback,1998,2024,True
RENAULT_Twingo_GT_20162019,3126,Renault RENAULT Twingo GT,Renault,RENAULT Twingo GT,hatchback,1998,2024,True
RENAULT_Twingo_RS_20112013,3127,Renault RENAULT Twingo RS,Renault,RENAULT Twingo RS,hatchback,2008,2013,True
RENAULT_Twizy_2012Present,3128,Renault RENAULT Twizy,Renault,RENAULT Twizy,hatchback,2012,2024,True
RENAULT_Vel_Satis_20022005,3129,Renault RENAULT Vel Satis,Renault,RENAULT Vel Satis,hatchback,2002,2009,True
RENAULT_Wind_20102013,3130,Renault RENAULT Wind,Renault,RENAULT Wind,convertible,2010,2013,True
RENAULT_ZOE_20132019,3131,Renault RENAULT ZOE,Renault,RENAULT ZOE,hatchback,2013,2024,True
RENAULT_ZOE_2019Present,3132,Renault RENAULT ZOE,Renault,RENAULT ZOE,hatchback,2013,2024,True
RIMAC_Nevera_2021Present,3133,Rimac RIMAC Nevera,Rimac,RIMAC Nevera,other,2021,2024,True
RIVIAN_R1S_2021Present,3134,Rivian RIVIAN R1S,Rivian,RIVIAN R1S,suv,2021,2024,True
RIVIAN_R1T_2021Present,3135,Rivian RIVIAN R1T,Rivian,RIVIAN R1T,truck,2021,2024,True
ROLLSROYCE_Corniche_V_20002003,3136,Rolls-Royce ROLLSROYCE Corniche V,Rolls-Royce,ROLLSROYCE Corniche V,convertible,1971,2003,True
ROLLSROYCE_Cullinan_2018Present,3137,Rolls-Royce ROLLSROYCE Cullinan,Rolls-Royce,ROLLSROYCE Cullinan,other,2018,2024,True
ROLLSROYCE_Dawn_2016Present,3138,Rolls-Royce ROLLSROYCE Dawn,Rolls-Royce,ROLLSROYCE Dawn,convertible,2016,2024,True
ROLLSROYCE_Ghost_20092014,3139,Rolls-Royce ROLLSROYCE Ghost,Rolls-Royce,ROLLSROYCE Ghost,other,2009,2024,True
ROLLSROYCE_Ghost_2020Present,3140,Rolls-Royce ROLLSROYCE Ghost,Rolls-Royce,ROLLSROYCE Ghost,other,2009,2024,True
ROLLSROYCE_Ghost_II_20142020,3141,Rolls-Royce ROLLSROYCE Ghost II,Rolls-Royce,ROLLSROYCE Ghost II,other,2009,2024,True
ROLLSROYCE_Phantom_20032009,3142,Rolls-Royce ROLLSROYCE Phantom,Rolls-Royce,ROLLSROYCE Phantom,other,1925,2024,True
ROLLSROYCE_Phantom_20122017,3143,Rolls-Royce ROLLSROYCE Phantom,Rolls-Royce,ROLLSROYCE Phantom,other,1925,2024,True
ROLLSROYCE_Phantom_Coupe_20082012,3144,Rolls-Royce ROLLSROYCE Phantom Coupe,Rolls-Royce,ROLLSROYCE Phantom Coupe,other,1925,2024,True
ROLLSROYCE_Phantom_Coupe_20122016,3145,Rolls-Royce ROLLSROYCE Phantom Coupe,Rolls-Royce,ROLLSROYCE Phantom Coupe,other,1925,2024,True
ROLLSROYCE_Phantom_Drophead_Coupe_20072016,3146,Rolls-Royce ROLLSROYCE Phantom Drophead Coupe,Rolls-Royce,ROLLSROYCE Phantom Drophead Coupe,other,1925,2024,True
ROLLSROYCE_Wraith_2013Present,3147,Rolls-Royce ROLLSROYCE Wraith,Rolls-Royce,ROLLSROYCE Wraith,other,2013,2024,True
